19: 25,38,52,53,22,69,49,10,39,36,8,42,12,59,73,20,51,16,19,18,79,4,14,31,13,17,78,55,27,62,63,77,33,75,40,48,66,11,76,43,47,15,41,83,23,7,67,21,35,29,57,3,61,82,28,54,24,50,32,6,64,68,60,1,81,70,58,80,45,84,72,26,2,34,37,65,5,46,56,74,44,71,30,9,

20: 8,82,71,61,29,66,67,11,14,13,7,5,79,19,83,76,28,34,44,38,35,6,23,78,65,12,30,56,45,53,9,55,80,41,51,16,73,10,84,24,58,18,46,69,77,25,74,47,27,15,75,1,2,60,37,21,48,40,20,81,33,17,59,26,49,50,39,72,43,4,62,32,52,70,63,31,57,54,42,64,22,68,3,36,

21: 80,65,39,15,6,32,81,28,4,10,21,26,34,27,64,3,41,5,67,29,49,79,59,45,48,56,35,55,40,36,54,75,23,31,17,38,82,7,13,63,52,66,22,30,78,51,76,42,20,60,44,73,2,14,46,12,74,19,24,47,50,53,18,84,61,71,72,57,33,1,58,83,77,69,43,8,11,9,62,16,37,68,70,25,

22: 30,52,38,68,31,71,36,63,73,34,3,16,50,40,76,82,41,8,56,29,77,6,55,80,35,74,84,11,7,64,47,79,62,78,13,45,17,53,2,42,12,24,75,65,69,4,22,43,58,27,44,18,33,66,72,57,14,83,26,19,61,28,59,70,81,25,10,1,21,37,20,5,60,9,23,15,51,67,39,32,48,54,46,49,

23: 9,79,25,35,80,62,6,81,33,54,68,76,53,2,57,51,42,63,18,10,11,46,84,50,75,47,5,66,67,20,21,12,82,52,72,64,37,29,27,38,65,58,19,43,7,71,28,55,13,69,78,30,26,41,22,60,15,16,17,4,48,39,24,31,83,56,49,59,1,34,44,32,3,70,8,23,36,77,45,14,40,61,74,73,

24: 81,73,61,50,2,5,84,31,70,1,11,54,7,17,75,53,39,47,25,6,49,74,41,52,56,23,42,59,66,67,35,12,20,29,63,36,78,34,30,19,80,15,68,24,58,55,37,4,22,27,18,69,3,64,9,33,83,45,14,62,28,72,26,71,13,16,40,77,79,10,48,57,21,65,38,82,44,32,60,76,8,46,43,51,

25: 58,47,48,65,34,59,39,43,61,42,83,57,73,21,1,12,25,82,24,32,17,30,31,14,62,33,49,52,2,29,77,5,4,56,78,19,76,69,13,54,81,16,51,72,45,27,10,64,9,41,74,11,7,22,8,68,23,84,44,63,40,66,67,15,38,35,36,71,26,53,70,6,46,28,50,75,37,60,20,18,55,3,79,80,

26: 29,15,54,76,83,23,19,48,82,69,3,10,1,74,5,75,38,42,28,31,21,73,13,50,30,46,11,47,51,32,79,60,84,68,67,33,78,36,81,56,8,80,64,17,16,6,14,63,35,57,4,34,45,27,59,25,20,39,41,12,62,70,52,66,9,72,61,55,44,18,49,2,40,65,77,58,53,24,22,43,26,37,7,71,

27: 12,59,81,65,49,15,64,52,71,50,44,29,68,47,48,21,78,80,53,54,41,24,66,60,84,3,42,31,74,4,75,30,58,34,32,36,82,43,45,51,17,14,37,73,19,10,25,27,22,56,23,83,20,77,69,39,1,67,46,63,26,16,28,6,62,55,70,11,79,13,33,76,61,7,8,72,5,9,18,38,35,2,57,40,

28: 71,60,24,77,30,79,21,29,34,1,3,56,41,32,43,54,37,59,48,83,61,25,42,31,73,18,70,47,40,9,65,11,64,50,78,67,36,76,44,38,68,4,80,14,52,17,20,8,22,15,69,62,33,58,63,5,7,12,46,16,82,19,45,74,28,13,75,49,27,23,51,57,55,2,6,26,84,39,66,10,35,81,53,72,

29: 78,40,14,66,23,5,70,59,67,8,62,39,42,53,54,31,34,56,33,30,49,22,79,37,29,21,1,71,41,7,10,17,32,57,38,82,68,36,51,28,63,18,72,77,2,24,12,50,45,52,81,9,11,80,44,35,27,16,20,65,61,75,25,3,6,47,60,19,43,74,64,58,13,26,48,15,73,55,84,46,76,83,69,4,

30: 20,8,15,71,3,18,81,42,57,72,50,14,25,47,30,44,77,66,6,82,33,23,40,31,24,59,73,41,65,48,32,43,74,76,49,10,78,28,62,39,51,84,80,13,29,52,45,17,27,53,56,4,69,35,7,2,5,83,55,38,1,12,9,61,21,64,60,19,11,34,36,37,46,58,26,54,70,79,63,67,75,68,16,22,

31: 84,21,49,31,3,46,20,80,35,27,23,72,12,64,24,26,7,77,68,30,75,74,2,11,82,67,56,47,6,28,69,51,1,71,48,59,65,55,40,14,38,81,57,44,13,10,50,5,37,33,8,58,78,54,15,4,25,60,61,62,19,45,32,17,76,53,36,66,52,9,18,43,16,22,39,29,41,42,34,79,63,73,70,83,

32: 80,24,71,43,69,38,59,79,4,15,7,82,34,13,18,72,74,73,3,22,36,44,6,54,66,11,30,12,27,83,8,23,46,16,2,64,35,78,60,45,63,53,40,58,39,14,21,55,75,76,70,37,32,25,51,19,62,28,81,49,5,61,68,48,67,52,1,57,84,33,65,50,17,47,20,26,41,42,31,56,10,29,77,9,

33: 17,68,32,77,34,25,44,76,42,22,74,47,50,56,19,54,69,1,13,23,18,53,81,7,28,49,61,65,45,6,64,11,83,33,26,72,52,9,8,36,66,39,62,73,75,4,71,84,60,55,67,20,57,30,79,15,78,41,58,2,59,10,48,27,12,40,31,35,37,46,43,51,80,5,16,21,29,3,70,82,38,14,63,24,

34: 45,24,29,78,84,5,21,20,6,56,46,68,41,34,14,16,63,73,10,74,23,71,48,66,40,58,67,39,50,76,72,19,9,51,64,31,53,77,28,62,18,30,22,70,57,36,49,83,7,79,80,33,52,17,55,81,12,13,44,75,47,11,38,8,2,32,65,42,26,15,60,82,37,43,54,25,59,61,3,27,35,69,4,1,

35: 58,33,31,5,20,11,16,63,69,47,79,10,44,23,43,73,19,84,7,41,50,82,35,21,49,9,83,74,29,59,67,77,68,30,66,75,80,65,64,71,51,78,22,14,46,15,3,57,34,56,48,36,27,76,39,32,13,2,17,12,55,52,40,18,45,1,28,37,70,53,25,6,54,38,60,61,8,72,42,4,81,62,26,24,

36: 69,47,4,73,17,67,40,55,50,66,62,44,33,30,63,27,23,46,24,12,57,77,74,72,49,31,59,20,53,80,38,9,19,5,37,34,84,56,71,10,29,2,1,14,15,76,82,58,8,7,36,65,81,64,32,54,11,39,75,26,6,25,41,48,13,22,16,21,79,28,45,70,61,83,51,42,52,78,18,60,68,3,43,35,

37: 17,41,30,19,63,65,13,62,84,11,20,15,72,32,78,34,60,79,71,82,44,49,45,6,81,14,68,37,26,38,70,4,61,55,83,51,75,76,35,59,24,23,56,16,25,8,10,36,73,5,66,53,3,33,64,57,69,48,1,29,46,2,12,18,7,77,28,21,80,58,47,42,9,50,22,54,67,31,52,74,40,27,43,39,

38: 73,13,53,19,10,47,30,56,34,60,48,27,69,29,36,1,50,38,11,25,21,45,9,78,84,31,75,7,35,79,52,26,82,17,66,43,72,39,54,23,44,6,3,67,64,12,68,59,14,46,33,20,22,61,81,8,24,15,83,16,62,42,5,37,28,74,80,65,49,76,18,77,32,55,58,2,40,63,70,51,57,71,41,4,

39: 70,35,71,78,19,51,22,45,3,39,30,60,80,49,21,37,31,29,53,61,12,57,20,72,32,27,8,76,28,34,36,54,48,52,73,67,47,11,74,4,10,55,68,43,33,24,56,13,17,63,83,69,41,40,81,62,15,77,58,18,82,6,26,66,64,23,79,84,1,9,2,59,7,46,5,38,65,44,75,25,42,50,16,14,

40: 35,72,27,80,26,83,9,40,46,60,57,82,6,24,73,19,74,21,45,33,63,34,69,53,67,31,39,48,84,7,43,22,10,81,28,8,20,2,58,41,37,12,59,77,23,78,3,52,17,54,5,56,75,30,51,4,32,13,47,50,79,44,65,18,15,1,25,66,68,14,64,62,11,55,42,16,49,29,38,36,76,70,61,71,

41: 38,46,35,36,7,1,37,45,8,9,16,49,65,69,57,32,55,18,82,81,40,28,34,59,29,68,52,76,54,77,53,10,13,50,11,39,62,33,43,12,80,6,3,23,17,60,25,83,14,48,56,78,44,74,64,79,22,47,61,26,41,21,27,73,67,70,58,75,66,42,4,63,15,30,2,72,24,5,20,84,19,51,71,31,

42: 49,20,65,3,74,43,32,58,2,40,28,42,54,80,31,83,81,29,23,1,39,51,35,27,52,61,44,13,30,19,25,16,45,84,12,82,14,9,56,21,7,75,50,18,34,77,48,73,69,8,70,78,55,11,4,46,22,41,64,47,66,37,33,60,53,72,36,57,68,79,5,59,17,10,38,67,15,63,76,71,26,6,62,24,

43: 10,22,78,58,15,3,45,9,76,39,19,84,47,65,72,26,24,69,74,38,5,73,27,34,71,54,70,53,28,8,61,17,14,67,44,41,35,43,50,32,46,12,68,13,20,33,1,23,40,60,51,81,37,4,30,75,80,36,56,21,7,63,82,62,6,77,42,31,66,11,25,2,59,18,16,29,79,83,55,52,49,48,57,64,

44: 27,58,62,42,66,54,11,44,40,81,74,24,6,65,14,25,28,50,15,72,2,5,38,64,61,67,78,48,41,57,3,16,46,59,30,51,83,75,68,71,17,26,7,82,1,32,18,9,56,22,8,20,37,60,55,29,4,49,84,73,45,79,31,63,70,77,13,53,36,34,33,43,12,10,80,35,47,21,76,19,69,23,39,52,

45: 66,49,64,41,78,21,6,59,18,70,10,19,15,74,53,47,26,24,54,39,36,83,28,73,31,79,56,17,13,29,5,37,12,4,35,43,11,2,61,62,34,44,57,9,38,71,8,16,40,42,82,63,75,30,58,81,76,65,68,48,84,1,60,33,14,23,77,25,55,69,7,80,22,3,20,32,72,67,50,45,27,51,46,52,

46: 52,19,81,79,25,78,18,36,26,8,9,75,57,6,84,16,29,5,61,20,49,15,30,72,83,59,67,12,4,32,40,27,37,58,10,55,73,68,70,56,41,43,13,51,24,17,44,33,77,65,21,31,1,39,60,62,63,54,28,80,7,53,3,47,50,35,23,69,64,46,2,66,71,11,42,38,22,82,45,14,34,48,74,76,

47: 3,32,37,31,15,34,6,9,39,12,42,23,33,29,7,13,76,78,63,25,81,54,38,68,19,52,80,70,27,59,55,51,21,30,65,24,50,75,84,73,1,74,36,2,46,17,48,71,58,35,57,18,77,44,82,79,41,56,72,26,47,61,4,45,20,66,8,10,62,28,60,16,53,5,67,11,14,22,69,83,43,64,49,40,

48: 11,29,57,15,59,51,13,16,53,1,24,62,21,12,17,41,7,5,54,43,14,76,84,34,36,25,65,79,58,69,2,23,27,66,74,64,63,71,31,20,81,28,19,80,72,40,30,78,26,77,50,75,67,18,42,9,83,37,60,39,49,73,3,6,10,4,47,32,38,44,68,8,82,33,46,52,61,35,48,70,55,56,22,45,

49: 54,68,77,5,19,78,18,15,65,73,24,32,35,28,16,83,12,74,38,30,25,42,2,37,61,4,58,22,59,40,13,56,66,81,14,63,47,49,33,3,64,20,48,31,51,39,52,26,50,8,21,55,76,84,43,9,82,70,69,27,67,72,6,79,53,57,1,34,44,75,10,23,7,29,45,11,62,41,60,71,80,46,36,17,

50: 77,44,29,84,49,70,71,50,67,6,40,28,38,79,48,74,9,58,31,18,75,59,46,41,54,13,69,56,62,45,21,24,80,82,27,36,30,37,15,39,22,52,26,1,16,5,73,43,2,35,76,66,51,64,25,68,8,47,11,60,63,57,32,42,34,19,4,20,23,17,61,3,55,65,33,12,83,10,53,72,81,7,78,14,

51: 77,24,60,63,27,71,51,2,9,52,57,26,46,10,39,78,19,82,50,69,36,7,35,59,49,74,21,68,31,81,25,75,58,55,12,3,42,23,29,64,37,30,72,67,22,79,40,48,18,45,66,38,20,32,84,5,6,65,4,8,34,16,43,54,73,17,1,47,11,15,28,83,53,70,13,44,41,62,76,61,14,33,80,56,

52: 46,71,21,35,50,38,75,9,83,2,73,47,57,10,31,36,7,63,79,15,56,54,3,22,39,65,78,53,52,19,5,11,28,43,82,4,27,69,20,13,66,45,37,48,25,49,61,17,41,1,67,8,70,23,58,72,64,42,30,40,59,32,24,81,77,14,68,29,74,76,16,34,55,18,12,44,6,80,51,62,33,84,26,60,

53: 45,16,57,48,40,77,42,76,55,82,6,54,47,17,8,64,81,79,59,53,65,74,56,19,72,12,3,71,27,36,26,78,2,52,5,18,28,23,14,73,37,68,46,58,9,51,49,39,10,66,60,61,34,44,43,29,15,62,70,13,7,25,50,30,20,63,32,11,84,83,31,1,75,38,33,24,69,67,35,41,4,22,80,21,

54: 69,20,58,59,71,5,32,11,28,31,34,4,17,26,63,43,35,6,48,36,37,60,12,30,66,16,3,15,73,78,38,57,46,81,7,40,54,80,74,14,53,39,62,65,45,21,70,83,51,9,50,42,52,49,29,23,18,24,67,56,27,13,68,64,1,84,77,76,41,61,22,2,19,47,79,10,82,25,55,72,44,75,33,8,

55: 1,55,61,12,79,20,19,8,39,51,82,13,71,10,14,42,28,56,50,76,60,29,48,35,26,49,7,73,36,33,53,41,78,74,54,69,43,63,62,4,52,23,45,6,18,11,77,15,67,37,31,9,72,75,2,46,17,83,16,40,21,65,57,47,44,64,34,38,22,27,3,68,58,66,25,80,24,32,84,70,81,59,30,5,

56: 26,10,79,67,77,55,59,76,49,82,43,64,45,60,33,75,48,13,40,44,32,81,3,46,80,7,23,2,65,53,9,14,41,39,42,22,19,70,35,61,12,25,84,30,18,66,69,1,57,37,73,29,50,56,15,27,58,36,24,54,8,34,71,68,74,52,62,16,4,47,6,20,78,28,51,11,31,5,38,17,83,21,72,63,

57: 49,61,53,6,43,56,31,45,76,1,59,19,57,39,5,58,83,10,54,11,65,63,46,26,80,75,42,66,60,51,36,44,78,27,30,33,23,25,48,37,77,38,74,2,18,68,41,21,40,24,32,73,62,16,69,81,34,8,3,15,14,47,29,64,17,82,7,72,79,35,52,9,28,84,12,22,70,4,71,50,67,20,55,13,

58: 41,68,66,72,44,62,24,81,50,42,37,69,48,35,57,53,5,25,27,59,75,84,33,71,46,6,73,56,77,9,76,3,11,38,18,21,47,22,51,20,64,80,32,23,10,61,65,78,29,8,14,30,82,70,39,55,13,63,4,19,58,36,15,52,60,2,1,34,31,26,67,45,17,49,43,40,16,83,74,7,12,79,54,28,

59: 10,45,34,74,7,44,68,5,78,51,49,63,1,25,20,24,30,15,13,17,47,19,56,3,72,81,64,11,39,14,58,73,71,77,62,46,82,48,4,84,50,65,8,59,41,75,22,28,66,23,9,61,33,32,37,2,52,55,83,76,43,36,42,57,70,35,29,80,60,6,53,54,79,27,18,69,12,31,38,26,40,21,67,16,

60: 27,42,39,15,4,22,40,55,2,28,35,10,18,69,76,1,58,30,74,16,61,50,33,48,67,59,5,38,75,25,62,64,63,24,20,23,80,37,7,54,77,84,81,44,31,51,57,41,66,47,56,78,73,13,65,11,71,17,32,52,83,8,29,72,14,45,49,70,12,36,43,34,79,3,26,21,19,9,6,53,60,68,46,82,

61: 15,51,5,80,59,70,23,12,35,2,33,78,60,6,41,9,58,32,8,53,63,47,84,76,62,26,39,79,37,48,24,25,36,56,28,73,77,57,18,75,21,50,17,52,83,1,31,14,44,19,55,46,68,74,81,45,43,20,27,38,72,34,42,16,49,13,82,7,61,66,54,29,22,11,65,4,67,10,69,3,40,64,71,30,

62: 7,21,59,35,40,77,54,6,29,64,8,28,44,81,25,70,17,1,19,71,80,20,4,75,10,50,53,57,58,2,13,82,39,30,18,15,67,41,65,37,76,5,16,78,68,32,74,72,43,66,34,11,14,46,12,33,38,83,45,47,79,73,42,62,49,22,24,48,36,9,23,69,52,56,27,61,26,31,63,55,60,84,3,51,

63: 13,60,55,47,30,80,79,10,41,14,5,34,17,11,68,23,67,56,49,52,50,70,54,42,2,78,75,61,64,19,20,12,29,84,15,65,6,46,72,51,66,25,16,32,40,7,3,48,77,44,24,4,31,74,71,35,73,36,59,45,22,9,18,63,57,82,39,38,27,58,1,76,28,81,33,26,37,8,21,62,53,69,83,43,

64: 76,52,16,49,74,50,43,54,67,68,3,24,62,41,81,66,77,79,14,31,82,53,1,70,9,23,73,7,28,59,69,78,58,65,11,13,42,8,60,61,46,38,26,20,12,51,71,17,10,29,39,80,72,19,37,44,21,47,15,25,57,75,36,64,34,84,63,6,22,48,45,18,40,27,83,4,32,33,5,30,2,56,35,55,

65: 17,48,49,75,72,69,28,38,32,41,22,56,39,81,34,42,84,11,10,68,76,70,73,27,35,53,8,20,33,6,3,23,21,26,80,82,45,2,54,47,79,43,63,4,37,18,24,9,71,61,19,58,13,51,46,44,36,77,55,15,30,16,5,31,29,52,14,1,50,7,67,59,60,40,57,62,12,25,74,65,83,78,64,66,

66: 31,64,32,83,24,79,62,60,38,81,77,41,19,33,47,45,3,13,54,42,6,84,65,36,4,40,56,22,70,67,8,11,72,46,80,57,55,66,25,82,9,10,61,51,1,39,15,43,59,69,29,26,23,76,30,2,49,37,12,68,58,34,48,75,20,78,5,28,44,63,35,14,53,50,73,7,74,52,21,71,17,27,18,16,

67: 79,46,77,36,82,54,84,55,50,22,18,5,80,75,62,71,21,43,60,17,59,53,8,10,81,63,3,58,32,12,69,38,51,29,4,20,33,15,83,40,14,56,49,65,52,45,28,72,16,19,34,26,39,44,47,30,41,7,73,68,64,78,35,24,70,66,67,42,11,13,23,37,9,74,61,76,48,25,27,2,57,1,31,6,

68: 26,14,18,33,60,2,30,36,61,80,42,70,32,78,10,47,3,40,29,77,48,71,37,25,43,64,6,19,8,82,67,75,84,45,58,21,76,51,69,54,66,44,50,63,81,46,9,4,27,49,52,15,13,12,62,38,35,17,83,24,55,22,56,11,39,20,65,53,31,1,72,57,79,16,5,34,74,23,59,41,28,68,73,7,

69: 61,26,59,14,15,65,13,62,30,73,72,36,25,34,75,67,80,58,47,56,83,45,17,40,68,8,37,5,69,10,79,51,76,43,29,52,60,42,2,41,53,48,23,12,31,11,19,84,78,50,82,46,71,49,81,28,54,77,74,3,35,64,44,20,38,55,66,4,33,6,27,32,24,21,18,39,16,1,70,63,7,9,57,22,

70: 38,55,29,20,51,53,6,33,60,4,49,80,18,40,10,11,83,41,74,48,42,37,68,12,57,3,23,5,2,24,77,19,8,84,39,69,31,14,81,50,67,76,64,72,61,43,26,54,65,47,32,16,28,1,15,25,27,79,21,63,36,35,75,58,7,13,17,22,45,52,62,59,73,82,34,71,56,9,30,44,66,70,78,46,

71: 64,27,15,74,43,22,53,1,2,29,76,55,58,36,68,70,44,21,28,49,48,7,50,18,45,24,66,67,47,13,51,38,10,73,37,17,72,63,26,46,23,62,83,81,5,12,33,4,54,60,9,16,8,34,75,52,11,65,6,59,42,30,78,80,84,56,19,40,82,41,20,57,71,39,77,79,61,35,14,32,25,69,3,31,

72: 46,43,75,53,12,13,73,59,63,55,66,48,28,11,57,26,69,51,10,54,3,8,1,84,15,17,65,47,79,71,42,24,81,52,27,6,5,39,23,4,58,16,45,68,33,40,82,2,44,30,60,18,22,83,78,29,64,37,20,41,35,62,7,72,38,32,80,50,70,56,19,21,31,9,14,61,76,25,74,77,67,49,34,36,

73: 8,19,26,76,67,21,69,32,54,12,56,28,16,24,58,80,44,35,18,47,78,77,9,75,55,46,17,59,72,5,20,42,45,84,66,30,49,27,64,62,51,74,43,81,61,23,15,36,3,37,38,57,53,71,40,73,68,39,41,10,82,50,4,7,83,6,1,31,33,48,25,14,65,29,52,63,22,60,34,79,13,2,11,70,

74: 3,37,70,80,60,45,18,82,79,73,63,33,84,76,71,56,11,51,69,72,65,23,83,9,24,81,46,20,2,30,52,32,58,34,61,1,17,21,7,42,4,50,22,68,53,35,8,12,5,75,27,48,10,62,13,77,44,25,78,38,15,39,29,43,66,16,40,67,49,57,41,19,26,64,55,36,31,28,14,47,74,59,6,54,

75: 24,62,6,45,37,38,22,39,67,56,5,80,59,29,52,64,50,30,34,83,15,7,69,19,26,66,35,55,17,84,16,40,46,58,73,48,12,54,49,77,23,8,60,81,72,32,44,78,9,4,13,53,33,31,71,14,21,3,2,75,20,82,1,27,10,47,41,79,76,51,61,63,11,36,57,18,68,42,74,65,28,25,43,70,

76: 29,81,27,35,26,49,19,2,13,39,38,23,74,22,76,78,12,55,25,84,18,52,66,64,28,58,4,73,56,43,51,31,9,60,20,65,41,34,77,17,71,44,67,83,1,8,47,21,32,40,48,82,14,30,15,3,57,75,7,79,72,16,45,33,24,53,62,10,50,69,68,36,61,46,5,54,70,6,11,59,63,80,42,37,

77: 71,46,54,72,56,74,3,7,23,75,34,22,53,38,76,1,11,61,68,28,24,12,39,25,79,44,37,36,67,29,6,19,47,63,80,15,51,82,10,13,26,84,16,2,27,83,65,20,21,58,49,60,66,33,57,32,59,77,35,9,14,17,45,52,42,8,50,78,70,48,64,40,81,5,43,4,18,55,41,30,73,62,69,31,

78: 5,74,79,61,58,27,69,11,4,59,29,81,82,32,39,34,33,41,56,50,22,30,80,62,24,43,77,16,83,44,10,54,57,46,38,8,20,3,31,84,1,60,47,2,14,7,78,13,36,15,64,28,19,17,18,76,48,63,6,45,23,51,66,52,72,42,53,75,65,55,37,40,25,71,70,9,12,26,73,35,49,21,68,67,

79: 71,52,38,69,42,36,82,29,5,65,67,35,12,75,50,3,1,14,70,68,18,22,61,80,43,21,46,7,78,19,41,57,16,32,81,28,51,53,9,25,39,44,34,4,24,76,73,33,48,55,31,30,17,15,26,72,74,59,11,56,79,8,66,49,58,40,10,60,64,83,77,84,27,2,6,62,37,45,47,63,23,54,20,13,

80: 17,62,28,78,73,71,27,46,84,19,52,63,37,49,25,12,3,2,76,39,82,67,51,5,70,74,7,60,1,43,45,58,65,20,64,22,40,66,30,41,32,83,8,42,75,55,29,33,24,54,36,23,13,10,48,34,53,79,47,69,31,44,56,50,68,81,18,11,9,6,38,26,21,77,57,14,61,15,80,35,16,72,59,4,

